task_name,index,model_name,score
nli,285,gpt-3.5-turbo,0
nli,286,gpt-3.5-turbo,0
nli,287,gpt-3.5-turbo,1
nli,288,gpt-3.5-turbo,0
nli,289,gpt-3.5-turbo,1
nli,290,gpt-3.5-turbo,0
nli,291,gpt-3.5-turbo,1
nli,292,gpt-3.5-turbo,1
nli,293,gpt-3.5-turbo,0
nli,294,gpt-3.5-turbo,0
nli,295,gpt-3.5-turbo,0
nli,296,gpt-3.5-turbo,0
nli,297,gpt-3.5-turbo,0
nli,298,gpt-3.5-turbo,1
nli,299,gpt-3.5-turbo,1
nli,300,gpt-3.5-turbo,1
nli,301,gpt-3.5-turbo,0
nli,302,gpt-3.5-turbo,0
nli,303,gpt-3.5-turbo,1
nli,304,gpt-3.5-turbo,1
nli,305,gpt-3.5-turbo,0
nli,306,gpt-3.5-turbo,0
nli,307,gpt-3.5-turbo,1
nli,308,gpt-3.5-turbo,1
nli,309,gpt-3.5-turbo,0
nli,310,gpt-3.5-turbo,1
nli,311,gpt-3.5-turbo,0
nli,312,gpt-3.5-turbo,1
nli,313,gpt-3.5-turbo,1
nli,314,gpt-3.5-turbo,0
nli,315,gpt-3.5-turbo,1
nli,316,gpt-3.5-turbo,1
nli,317,gpt-3.5-turbo,0
nli,318,gpt-3.5-turbo,0
nli,319,gpt-3.5-turbo,0
nli,320,gpt-3.5-turbo,0
nli,321,gpt-3.5-turbo,0
nli,322,gpt-3.5-turbo,1
nli,323,gpt-3.5-turbo,1
nli,324,gpt-3.5-turbo,1
nli,325,gpt-3.5-turbo,1
nli,326,gpt-3.5-turbo,0
nli,327,gpt-3.5-turbo,0
nli,328,gpt-3.5-turbo,1
nli,329,gpt-3.5-turbo,1
nli,330,gpt-3.5-turbo,1
nli,331,gpt-3.5-turbo,1
nli,332,gpt-3.5-turbo,0
nli,333,gpt-3.5-turbo,0
nli,334,gpt-3.5-turbo,1
nli,335,gpt-3.5-turbo,1
nli,336,gpt-3.5-turbo,0
nli,337,gpt-3.5-turbo,1
nli,338,gpt-3.5-turbo,0
nli,339,gpt-3.5-turbo,1
nli,340,gpt-3.5-turbo,1
nli,341,gpt-3.5-turbo,0
nli,342,gpt-3.5-turbo,1
nli,343,gpt-3.5-turbo,0
nli,344,gpt-3.5-turbo,1
nli,345,gpt-3.5-turbo,1
nli,346,gpt-3.5-turbo,1
nli,347,gpt-3.5-turbo,0
nli,348,gpt-3.5-turbo,0
nli,349,gpt-3.5-turbo,1
nli,350,gpt-3.5-turbo,1
nli,351,gpt-3.5-turbo,0
nli,352,gpt-3.5-turbo,0
nli,353,gpt-3.5-turbo,1
nli,354,gpt-3.5-turbo,1
nli,355,gpt-3.5-turbo,1
nli,356,gpt-3.5-turbo,1
nli,357,gpt-3.5-turbo,0
nli,358,gpt-3.5-turbo,0
nli,359,gpt-3.5-turbo,1
nli,360,gpt-3.5-turbo,0
nli,361,gpt-3.5-turbo,1
nli,362,gpt-3.5-turbo,1
nli,363,gpt-3.5-turbo,1
nli,364,gpt-3.5-turbo,1
nli,365,gpt-3.5-turbo,0
nli,366,gpt-3.5-turbo,1
nli,367,gpt-3.5-turbo,1
nli,368,gpt-3.5-turbo,0
nli,369,gpt-3.5-turbo,0
nli,370,gpt-3.5-turbo,1
nli,371,gpt-3.5-turbo,1
nli,372,gpt-3.5-turbo,0
nli,373,gpt-3.5-turbo,1
nli,374,gpt-3.5-turbo,1
nli,375,gpt-3.5-turbo,1
nli,376,gpt-3.5-turbo,1
nli,377,gpt-3.5-turbo,1
nli,378,gpt-3.5-turbo,0
nli,379,gpt-3.5-turbo,0
nli,380,gpt-3.5-turbo,0
nli,381,gpt-3.5-turbo,1
nli,382,gpt-3.5-turbo,1
nli,383,gpt-3.5-turbo,1
nli,384,gpt-3.5-turbo,0
nli,385,gpt-3.5-turbo,1
nli,386,gpt-3.5-turbo,0
nli,387,gpt-3.5-turbo,0
nli,388,gpt-3.5-turbo,1
nli,389,gpt-3.5-turbo,1
nli,390,gpt-3.5-turbo,0
nli,391,gpt-3.5-turbo,1
nli,392,gpt-3.5-turbo,1
nli,393,gpt-3.5-turbo,1
nli,394,gpt-3.5-turbo,1
nli,395,gpt-3.5-turbo,0
nli,396,gpt-3.5-turbo,0
nli,397,gpt-3.5-turbo,0
nli,398,gpt-3.5-turbo,1
nli,399,gpt-3.5-turbo,1
nli,400,gpt-3.5-turbo,0
nli,401,gpt-3.5-turbo,1
nli,402,gpt-3.5-turbo,0
nli,403,gpt-3.5-turbo,0
nli,404,gpt-3.5-turbo,0
nli,405,gpt-3.5-turbo,1
nli,406,gpt-3.5-turbo,1
nli,407,gpt-3.5-turbo,1
nli,408,gpt-3.5-turbo,1
nli,409,gpt-3.5-turbo,0
nli,410,gpt-3.5-turbo,1
nli,411,gpt-3.5-turbo,1
nli,412,gpt-3.5-turbo,1
nli,413,gpt-3.5-turbo,0
nli,414,gpt-3.5-turbo,0
nli,415,gpt-3.5-turbo,1
nli,416,gpt-3.5-turbo,0
nli,417,gpt-3.5-turbo,1
nli,418,gpt-3.5-turbo,0
nli,419,gpt-3.5-turbo,0
nli,420,gpt-3.5-turbo,0
nli,421,gpt-3.5-turbo,0
nli,422,gpt-3.5-turbo,1
nli,423,gpt-3.5-turbo,1
nli,424,gpt-3.5-turbo,0
nli,425,gpt-3.5-turbo,1
nli,426,gpt-3.5-turbo,0
nli,427,gpt-3.5-turbo,1
nli,428,gpt-3.5-turbo,1
nli,429,gpt-3.5-turbo,0
nli,430,gpt-3.5-turbo,0
nli,431,gpt-3.5-turbo,1
nli,432,gpt-3.5-turbo,0
nli,433,gpt-3.5-turbo,1
nli,434,gpt-3.5-turbo,1
nli,435,gpt-3.5-turbo,0
nli,436,gpt-3.5-turbo,1
nli,437,gpt-3.5-turbo,1
nli,438,gpt-3.5-turbo,1
nli,439,gpt-3.5-turbo,1
nli,440,gpt-3.5-turbo,0
nli,441,gpt-3.5-turbo,1
nli,442,gpt-3.5-turbo,1
nli,443,gpt-3.5-turbo,1
nli,444,gpt-3.5-turbo,1
nli,445,gpt-3.5-turbo,1
nli,446,gpt-3.5-turbo,1
nli,447,gpt-3.5-turbo,0
nli,448,gpt-3.5-turbo,1
nli,449,gpt-3.5-turbo,1
nli,450,gpt-3.5-turbo,1
nli,451,gpt-3.5-turbo,0
nli,452,gpt-3.5-turbo,0
nli,453,gpt-3.5-turbo,0
nli,454,gpt-3.5-turbo,0
nli,455,gpt-3.5-turbo,1
nli,456,gpt-3.5-turbo,1
nli,457,gpt-3.5-turbo,0
nli,458,gpt-3.5-turbo,1
nli,459,gpt-3.5-turbo,1
nli,460,gpt-3.5-turbo,1
nli,461,gpt-3.5-turbo,1
nli,462,gpt-3.5-turbo,1
nli,463,gpt-3.5-turbo,1
nli,464,gpt-3.5-turbo,1
nli,465,gpt-3.5-turbo,1
nli,466,gpt-3.5-turbo,1
nli,467,gpt-3.5-turbo,0
nli,468,gpt-3.5-turbo,1
nli,469,gpt-3.5-turbo,0
nli,470,gpt-3.5-turbo,0
nli,471,gpt-3.5-turbo,0
nli,472,gpt-3.5-turbo,1
nli,473,gpt-3.5-turbo,0
nli,474,gpt-3.5-turbo,1
nli,475,gpt-3.5-turbo,1
nli,476,gpt-3.5-turbo,1
nli,477,gpt-3.5-turbo,1
nli,478,gpt-3.5-turbo,0
nli,479,gpt-3.5-turbo,1
nli,480,gpt-3.5-turbo,0
nli,481,gpt-3.5-turbo,1
nli,482,gpt-3.5-turbo,1
nli,483,gpt-3.5-turbo,1
nli,484,gpt-3.5-turbo,1
nli,485,gpt-3.5-turbo,0
nli,486,gpt-3.5-turbo,0
nli,487,gpt-3.5-turbo,0
nli,488,gpt-3.5-turbo,1
nli,489,gpt-3.5-turbo,0
nli,490,gpt-3.5-turbo,1
nli,491,gpt-3.5-turbo,1
nli,492,gpt-3.5-turbo,1
nli,493,gpt-3.5-turbo,0
nli,494,gpt-3.5-turbo,0
nli,495,gpt-3.5-turbo,0
nli,496,gpt-3.5-turbo,1
nli,497,gpt-3.5-turbo,0
nli,498,gpt-3.5-turbo,0
nli,499,gpt-3.5-turbo,0
nli,500,gpt-3.5-turbo,0
nli,501,gpt-3.5-turbo,0
nli,502,gpt-3.5-turbo,1
nli,503,gpt-3.5-turbo,0
nli,504,gpt-3.5-turbo,1
nli,505,gpt-3.5-turbo,1
nli,506,gpt-3.5-turbo,0
nli,507,gpt-3.5-turbo,1
nli,508,gpt-3.5-turbo,1
nli,509,gpt-3.5-turbo,0
nli,510,gpt-3.5-turbo,0
nli,511,gpt-3.5-turbo,0
nli,512,gpt-3.5-turbo,0
nli,513,gpt-3.5-turbo,0
nli,514,gpt-3.5-turbo,0
nli,515,gpt-3.5-turbo,1
nli,516,gpt-3.5-turbo,1
nli,517,gpt-3.5-turbo,1
nli,518,gpt-3.5-turbo,1
nli,519,gpt-3.5-turbo,1
nli,520,gpt-3.5-turbo,0
nli,521,gpt-3.5-turbo,0
nli,522,gpt-3.5-turbo,1
nli,523,gpt-3.5-turbo,0
nli,524,gpt-3.5-turbo,0
nli,525,gpt-3.5-turbo,1
nli,526,gpt-3.5-turbo,1
nli,527,gpt-3.5-turbo,0
nli,528,gpt-3.5-turbo,1
nli,529,gpt-3.5-turbo,0
nli,530,gpt-3.5-turbo,0
nli,531,gpt-3.5-turbo,0
nli,532,gpt-3.5-turbo,1
nli,533,gpt-3.5-turbo,1
nli,534,gpt-3.5-turbo,0
nli,535,gpt-3.5-turbo,1
nli,536,gpt-3.5-turbo,1
nli,537,gpt-3.5-turbo,0
nli,538,gpt-3.5-turbo,1
nli,539,gpt-3.5-turbo,0
nli,540,gpt-3.5-turbo,0
nli,541,gpt-3.5-turbo,0
nli,542,gpt-3.5-turbo,0
nli,543,gpt-3.5-turbo,1
nli,544,gpt-3.5-turbo,0
nli,545,gpt-3.5-turbo,1
nli,546,gpt-3.5-turbo,0
nli,547,gpt-3.5-turbo,1
nli,548,gpt-3.5-turbo,0
nli,549,gpt-3.5-turbo,0
nli,550,gpt-3.5-turbo,1
nli,551,gpt-3.5-turbo,1
nli,552,gpt-3.5-turbo,0
nli,553,gpt-3.5-turbo,1
nli,554,gpt-3.5-turbo,0
nli,555,gpt-3.5-turbo,0
nli,556,gpt-3.5-turbo,0
nli,557,gpt-3.5-turbo,1
nli,558,gpt-3.5-turbo,0
nli,559,gpt-3.5-turbo,1
nli,560,gpt-3.5-turbo,1
nli,561,gpt-3.5-turbo,0
nli,562,gpt-3.5-turbo,1
nli,563,gpt-3.5-turbo,1
nli,564,gpt-3.5-turbo,1
nli,565,gpt-3.5-turbo,0
nli,566,gpt-3.5-turbo,0
nli,567,gpt-3.5-turbo,0
nli,568,gpt-3.5-turbo,0
nli,569,gpt-3.5-turbo,1
nli,570,gpt-3.5-turbo,0
nli,571,gpt-3.5-turbo,1
nli,572,gpt-3.5-turbo,0
nli,573,gpt-3.5-turbo,0
nli,574,gpt-3.5-turbo,0
nli,575,gpt-3.5-turbo,0
nli,576,gpt-3.5-turbo,0
nli,577,gpt-3.5-turbo,0
nli,578,gpt-3.5-turbo,0
nli,579,gpt-3.5-turbo,0
nli,580,gpt-3.5-turbo,0
nli,581,gpt-3.5-turbo,1
nli,582,gpt-3.5-turbo,1
nli,583,gpt-3.5-turbo,0
nli,584,gpt-3.5-turbo,1
nli,585,gpt-3.5-turbo,1
nli,586,gpt-3.5-turbo,0
nli,587,gpt-3.5-turbo,0
nli,588,gpt-3.5-turbo,1
nli,589,gpt-3.5-turbo,0
nli,590,gpt-3.5-turbo,1
nli,591,gpt-3.5-turbo,1
nli,592,gpt-3.5-turbo,0
nli,593,gpt-3.5-turbo,1
nli,594,gpt-3.5-turbo,1
nli,595,gpt-3.5-turbo,0
nli,596,gpt-3.5-turbo,0
nli,597,gpt-3.5-turbo,1
nli,598,gpt-3.5-turbo,1
nli,599,gpt-3.5-turbo,0
nli,600,gpt-3.5-turbo,1
nli,601,gpt-3.5-turbo,1
nli,602,gpt-3.5-turbo,0
nli,603,gpt-3.5-turbo,1
nli,604,gpt-3.5-turbo,0
nli,605,gpt-3.5-turbo,0
nli,606,gpt-3.5-turbo,0
nli,607,gpt-3.5-turbo,1
nli,608,gpt-3.5-turbo,1
nli,609,gpt-3.5-turbo,1
nli,610,gpt-3.5-turbo,1
nli,611,gpt-3.5-turbo,0
nli,612,gpt-3.5-turbo,1
nli,613,gpt-3.5-turbo,1
nli,614,gpt-3.5-turbo,0
nli,615,gpt-3.5-turbo,0
nli,616,gpt-3.5-turbo,1
nli,617,gpt-3.5-turbo,0
nli,618,gpt-3.5-turbo,1
nli,619,gpt-3.5-turbo,0
nli,620,gpt-3.5-turbo,0
nli,621,gpt-3.5-turbo,0
nli,622,gpt-3.5-turbo,1
nli,623,gpt-3.5-turbo,1
nli,624,gpt-3.5-turbo,0
nli,625,gpt-3.5-turbo,0
nli,626,gpt-3.5-turbo,0
nli,627,gpt-3.5-turbo,0
nli,628,gpt-3.5-turbo,0
nli,629,gpt-3.5-turbo,1
nli,630,gpt-3.5-turbo,0
nli,631,gpt-3.5-turbo,0
nli,632,gpt-3.5-turbo,1
nli,633,gpt-3.5-turbo,0
nli,634,gpt-3.5-turbo,0
nli,635,gpt-3.5-turbo,0
nli,636,gpt-3.5-turbo,1
nli,637,gpt-3.5-turbo,0
nli,638,gpt-3.5-turbo,1
nli,639,gpt-3.5-turbo,0
nli,640,gpt-3.5-turbo,1
nli,641,gpt-3.5-turbo,0
nli,642,gpt-3.5-turbo,1
nli,643,gpt-3.5-turbo,0
nli,644,gpt-3.5-turbo,0
nli,645,gpt-3.5-turbo,0
nli,646,gpt-3.5-turbo,0
nli,647,gpt-3.5-turbo,1
nli,648,gpt-3.5-turbo,1
nli,649,gpt-3.5-turbo,0
nli,650,gpt-3.5-turbo,1
nli,651,gpt-3.5-turbo,1
nli,652,gpt-3.5-turbo,1
nli,653,gpt-3.5-turbo,0
nli,654,gpt-3.5-turbo,0
nli,655,gpt-3.5-turbo,0
nli,656,gpt-3.5-turbo,1
nli,657,gpt-3.5-turbo,0
nli,658,gpt-3.5-turbo,1
nli,659,gpt-3.5-turbo,1
nli,660,gpt-3.5-turbo,1
nli,661,gpt-3.5-turbo,1
nli,662,gpt-3.5-turbo,0
nli,663,gpt-3.5-turbo,0
nli,664,gpt-3.5-turbo,1
nli,665,gpt-3.5-turbo,0
nli,666,gpt-3.5-turbo,1
nli,667,gpt-3.5-turbo,0
nli,668,gpt-3.5-turbo,0
nli,669,gpt-3.5-turbo,0
nli,670,gpt-3.5-turbo,0
nli,671,gpt-3.5-turbo,1
nli,672,gpt-3.5-turbo,1
nli,673,gpt-3.5-turbo,1
nli,674,gpt-3.5-turbo,1
nli,675,gpt-3.5-turbo,1
nli,676,gpt-3.5-turbo,1
nli,677,gpt-3.5-turbo,0
nli,678,gpt-3.5-turbo,0
nli,679,gpt-3.5-turbo,1
nli,680,gpt-3.5-turbo,1
nli,681,gpt-3.5-turbo,1
nli,682,gpt-3.5-turbo,0
nli,683,gpt-3.5-turbo,0
nli,684,gpt-3.5-turbo,1
nli,685,gpt-3.5-turbo,0
nli,686,gpt-3.5-turbo,0
nli,687,gpt-3.5-turbo,0
nli,688,gpt-3.5-turbo,1
nli,689,gpt-3.5-turbo,0
nli,690,gpt-3.5-turbo,0
nli,691,gpt-3.5-turbo,1
nli,692,gpt-3.5-turbo,1
nli,693,gpt-3.5-turbo,0
nli,694,gpt-3.5-turbo,0
nli,695,gpt-3.5-turbo,0
nli,696,gpt-3.5-turbo,1
nli,697,gpt-3.5-turbo,0
nli,698,gpt-3.5-turbo,0
nli,699,gpt-3.5-turbo,0
nli,700,gpt-3.5-turbo,1
nli,701,gpt-3.5-turbo,1
nli,702,gpt-3.5-turbo,1
nli,703,gpt-3.5-turbo,1
nli,704,gpt-3.5-turbo,1
nli,705,gpt-3.5-turbo,0
nli,706,gpt-3.5-turbo,0
nli,707,gpt-3.5-turbo,0
nli,708,gpt-3.5-turbo,1
nli,709,gpt-3.5-turbo,0
nli,710,gpt-3.5-turbo,0
nli,711,gpt-3.5-turbo,0
nli,712,gpt-3.5-turbo,0
nli,713,gpt-3.5-turbo,1
nli,714,gpt-3.5-turbo,1
nli,715,gpt-3.5-turbo,1
nli,716,gpt-3.5-turbo,1
nli,717,gpt-3.5-turbo,0
nli,718,gpt-3.5-turbo,0
nli,719,gpt-3.5-turbo,1
nli,720,gpt-3.5-turbo,1
nli,721,gpt-3.5-turbo,0
nli,722,gpt-3.5-turbo,0
nli,723,gpt-3.5-turbo,0
nli,724,gpt-3.5-turbo,1
nli,725,gpt-3.5-turbo,1
nli,726,gpt-3.5-turbo,1
nli,727,gpt-3.5-turbo,1
nli,728,gpt-3.5-turbo,1
nli,729,gpt-3.5-turbo,1
nli,730,gpt-3.5-turbo,1
nli,731,gpt-3.5-turbo,1
nli,732,gpt-3.5-turbo,1
nli,733,gpt-3.5-turbo,1
nli,734,gpt-3.5-turbo,1
nli,735,gpt-3.5-turbo,0
